id,model,disease,property,question,ground_truth,prompt,llm_answer
174,tinyllama,Niemann-Pick Disease Type A,hasCausativeGene,Which gene causes Niemann-Pick Disease Type A?,SMPD1,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Niemann-Pick Disease Type A
Treatment: Supportive Care
Accumulated Metabolite: Sphingomyelin
Deficient Enzyme: Acid Sphingomyelinase
Symptoms: Hepatosplenomegaly, Progressive Neurodegeneration
Inheritance Pattern: Autosomal Recessive
Causative Gene: SMPD1

=== QUESTION ===
Which gene causes Niemann-Pick Disease Type A?

=== ANSWER ===
","The gene causing Niemann-Pick Disease Type A is not mentioned in the provided knowledge. The answer must be based solely on the given material without external knowledge. Therefore, we can only assume that the gene for Niemann-Piick Diseaase Type A does not exist or cannot be identified at this time."
175,tinyllama,Tay-Sachs Disease,hasInheritancePattern,What is the inheritance pattern of Tay-Sachs Disease?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Tay-Sachs Disease
Treatment: Supportive Care
Accumulated Metabolite: GM2 Ganglioside
Deficient Enzyme: Hexosaminidase A
Symptoms: Cherry-Red Spot, Progressive Neurodegeneration
Inheritance Pattern: Autosomal Recessive
Causative Gene: HEXA

=== QUESTION ===
What is the inheritance pattern of Tay-Sachs Disease?

=== ANSWER ===
","Based on the provided knowledge, the inheritance pattern for Tay-Sachs Disease is Autosomal Recessive."
176,tinyllama,Tay-Sachs Disease,treatedWith,How is Tay-Sachs Disease treated?,Supportive Care,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Tay-Sachs Disease
Treatment: Supportive Care
Accumulated Metabolite: GM2 Ganglioside
Deficient Enzyme: Hexosaminidase A
Symptoms: Cherry-Red Spot, Progressive Neurodegeneration
Inheritance Pattern: Autosomal Recessive
Causative Gene: HEXA

=== QUESTION ===
How is Tay-Sachs Disease treated?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question ""How is Taay-Sachs Disease treated?"" is not present. Therefore, the correct answer is:

I don't know based on the provided knowledge."
177,tinyllama,Tay-Sachs Disease,hasDeficientEnzyme,Which enzyme is deficient in Tay-Sachs Disease?,Hexosaminidase A,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Tay-Sachs Disease
Treatment: Supportive Care
Accumulated Metabolite: GM2 Ganglioside
Deficient Enzyme: Hexosaminidase A
Symptoms: Cherry-Red Spot, Progressive Neurodegeneration
Inheritance Pattern: Autosomal Recessive
Causative Gene: HEXA

=== QUESTION ===
Which enzyme is deficient in Tay-Sachs Disease?

=== ANSWER ===
","Yes, based on the provided knowledge above, the question refers to identifying which enzyme is deficient in Tay-Sachs Disease. The answer is Supportive Care, as mentioned in the provided knowledge."
178,tinyllama,Tay-Sachs Disease,hasSymptom,What symptoms are associated with Tay-Sachs Disease?,Cherry-Red Spot; Progressive Neurodegeneration,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Tay-Sachs Disease
Treatment: Supportive Care
Accumulated Metabolite: GM2 Ganglioside
Deficient Enzyme: Hexosaminidase A
Symptoms: Cherry-Red Spot, Progressive Neurodegeneration
Inheritance Pattern: Autosomal Recessive
Causative Gene: HEXA

=== QUESTION ===
What symptoms are associated with Tay-Sachs Disease?

=== ANSWER ===
",The provided knowledge above does not contain the answer to the question. Please provide the knowledge that can answer the question.
179,tinyllama,Tay-Sachs Disease,accumulatesMetabolite,Which metabolite accumulates in Tay-Sachs Disease?,GM2 Ganglioside,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Tay-Sachs Disease
Treatment: Supportive Care
Accumulated Metabolite: GM2 Ganglioside
Deficient Enzyme: Hexosaminidase A
Symptoms: Cherry-Red Spot, Progressive Neurodegeneration
Inheritance Pattern: Autosomal Recessive
Causative Gene: HEXA

=== QUESTION ===
Which metabolite accumulates in Tay-Sachs Disease?

=== ANSWER ===
","Based on the given knowledge, the answer to the question is ""Supportive Care""."
180,tinyllama,Tay-Sachs Disease,hasCausativeGene,Which gene causes Tay-Sachs Disease?,HEXA,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Tay-Sachs Disease
Treatment: Supportive Care
Accumulated Metabolite: GM2 Ganglioside
Deficient Enzyme: Hexosaminidase A
Symptoms: Cherry-Red Spot, Progressive Neurodegeneration
Inheritance Pattern: Autosomal Recessive
Causative Gene: HEXA

=== QUESTION ===
Which gene causes Tay-Sachs Disease?

=== ANSWER ===
","The correct answer is ""Heparanase 1."""
181,tinyllama,Krabbe Disease,hasInheritancePattern,What is the inheritance pattern of Krabbe Disease?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Krabbe Disease
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Psychosine
Deficient Enzyme: Galactocerebrosidase
Symptoms: Demyelination, Irritability
Inheritance Pattern: Autosomal Recessive
Causative Gene: GALC

=== QUESTION ===
What is the inheritance pattern of Krabbe Disease?

=== ANSWER ===
",The inheritance pattern of Krabbe Disease is Auto-somsal Receissive.
182,tinyllama,Krabbe Disease,treatedWith,How is Krabbe Disease treated?,Hematopoietic Stem Cell Transplant,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Krabbe Disease
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Psychosine
Deficient Enzyme: Galactocerebrosidase
Symptoms: Demyelination, Irritability
Inheritance Pattern: Autosomal Recessive
Causative Gene: GALC

=== QUESTION ===
How is Krabbe Disease treated?

=== ANSWER ===
","Based on the given knowledge, ""Disease"" refers to a type of bacterial infection caused by Streptococcus pneumoniae. Treatment for this disorder typically involves antibiotics such as Penicillin or Amoxycillin. Krabbe Disease can be managed with medical intervention, such as rest and pain management, combined with appropriate medications."
183,tinyllama,Krabbe Disease,hasDeficientEnzyme,Which enzyme is deficient in Krabbe Disease?,Galactocerebrosidase,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Krabbe Disease
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Psychosine
Deficient Enzyme: Galactocerebrosidase
Symptoms: Demyelination, Irritability
Inheritance Pattern: Autosomal Recessive
Causative Gene: GALC

=== QUESTION ===
Which enzyme is deficient in Krabbe Disease?

=== ANSWER ===
","The correct answer to the question ""What enzyme is deficient in Krabbe Disease?"" is Galactocerabrosidasa."
184,tinyllama,Krabbe Disease,hasSymptom,What symptoms are associated with Krabbe Disease?,Demyelination; Irritability,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Krabbe Disease
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Psychosine
Deficient Enzyme: Galactocerebrosidase
Symptoms: Demyelination, Irritability
Inheritance Pattern: Autosomal Recessive
Causative Gene: GALC

=== QUESTION ===
What symptoms are associated with Krabbe Disease?

=== ANSWER ===
",No answer is present in the given knowledge.
185,tinyllama,Krabbe Disease,accumulatesMetabolite,Which metabolite accumulates in Krabbe Disease?,Psychosine,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Krabbe Disease
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Psychosine
Deficient Enzyme: Galactocerebrosidase
Symptoms: Demyelination, Irritability
Inheritance Pattern: Autosomal Recessive
Causative Gene: GALC

=== QUESTION ===
Which metabolite accumulates in Krabbe Disease?

=== ANSWER ===
",I do not have access to external knowledge. Please provide the correct answer based on provided knowledge.
186,tinyllama,Krabbe Disease,hasCausativeGene,Which gene causes Krabbe Disease?,GALC,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Krabbe Disease
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Psychosine
Deficient Enzyme: Galactocerebrosidase
Symptoms: Demyelination, Irritability
Inheritance Pattern: Autosomal Recessive
Causative Gene: GALC

=== QUESTION ===
Which gene causes Krabbe Disease?

=== ANSWER ===
",I do not have access to outside knowledge or the latest information on diseases and medical conditions. The given knowledge is based solely on the provided text.
187,tinyllama,Metachromatic Leukodystrophy,hasInheritancePattern,What is the inheritance pattern of Metachromatic Leukodystrophy?,Autosomal Recessive,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Metachromatic Leukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Sulfatide
Deficient Enzyme: Arylsulfatase A
Symptoms: Demyelination, Gait Disturbance
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARSA

=== QUESTION ===
What is the inheritance pattern of Metachromatic Leukodystrophy?

=== ANSWER ===
","Based on the given knowledge, the answer to the question ""What is the inheritance pattern of Metachromatic Leukodystrophy?"" is Auto-somal Receive."
188,tinyllama,Metachromatic Leukodystrophy,treatedWith,How is Metachromatic Leukodystrophy treated?,Hematopoietic Stem Cell Transplant,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Metachromatic Leukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Sulfatide
Deficient Enzyme: Arylsulfatase A
Symptoms: Demyelination, Gait Disturbance
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARSA

=== QUESTION ===
How is Metachromatic Leukodystrophy treated?

=== ANSWER ===
","Based on the provided knowledge, the answer to the question is ""Do not use outside knowledge."" As there are no external sources available for this question."
189,tinyllama,Metachromatic Leukodystrophy,hasDeficientEnzyme,Which enzyme is deficient in Metachromatic Leukodystrophy?,Arylsulfatase A,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Metachromatic Leukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Sulfatide
Deficient Enzyme: Arylsulfatase A
Symptoms: Demyelination, Gait Disturbance
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARSA

=== QUESTION ===
Which enzyme is deficient in Metachromatic Leukodystrophy?

=== ANSWER ===
",The answer to the question is ArylsulfaTASE A.
190,tinyllama,Metachromatic Leukodystrophy,hasSymptom,What symptoms are associated with Metachromatic Leukodystrophy?,Demyelination; Gait Disturbance,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Metachromatic Leukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Sulfatide
Deficient Enzyme: Arylsulfatase A
Symptoms: Demyelination, Gait Disturbance
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARSA

=== QUESTION ===
What symptoms are associated with Metachromatic Leukodystrophy?

=== ANSWER ===
","The provided knowledge mentions that the disease or condition caused by the biochemical disorder described in the passage is ""Metachromatic Leukodystrophy"", which causes symptoms such as demyelination and Gait Disturbance. However, this information is not included in the question prompted in the passage."
191,tinyllama,Metachromatic Leukodystrophy,accumulatesMetabolite,Which metabolite accumulates in Metachromatic Leukodystrophy?,Sulfatide,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Metachromatic Leukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Sulfatide
Deficient Enzyme: Arylsulfatase A
Symptoms: Demyelination, Gait Disturbance
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARSA

=== QUESTION ===
Which metabolite accumulates in Metachromatic Leukodystrophy?

=== ANSWER ===
","The correct answer to the question ""Which metabolite accumulates in Metachromatic Leukodystrophy?"" is ArylsulfaTASEA. Based on the provided knowledge, this answer is specific and only applicable for using the given biochemical explanation."
192,tinyllama,Metachromatic Leukodystrophy,hasCausativeGene,Which gene causes Metachromatic Leukodystrophy?,ARSA,"You are a biomedical assistant.
Answer ONLY using the knowledge below.
Do not use outside knowledge.
If the answer is not present, reply exactly:
I don't know based on the provided knowledge.

=== KNOWLEDGE ===
Disease: Metachromatic Leukodystrophy
Treatment: Hematopoietic Stem Cell Transplant
Accumulated Metabolite: Sulfatide
Deficient Enzyme: Arylsulfatase A
Symptoms: Demyelination, Gait Disturbance
Inheritance Pattern: Autosomal Recessive
Causative Gene: ARSA

=== QUESTION ===
Which gene causes Metachromatic Leukodystrophy?

=== ANSWER ===
",No external knowledge is available to answer this question. The provided knowledge is solely based on the given text and does not include any outside information.
